Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
79M_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 10.0)	(17.0, 153.0)	(18.0, 2863.0)	(19.0, 17263.0)	(20.0, 50689.0)	(21.0, 83320.0)	(22.0, 99489.0)	(23.0, 112452.0)	(24.0, 134723.0)	(25.0, 158734.0)	(26.0, 184375.0)	(27.0, 208302.0)	(28.0, 248563.0)	(29.0, 292182.0)	(30.0, 350660.0)	(31.0, 421302.0)	(32.0, 560164.0)	(33.0, 759672.0)	(34.0, 1022903.0)	(35.0, 1453253.0)	(36.0, 2510669.0)	(37.0, 4746407.0)	(38.0, 11667550.0)	(39.0, 50610995.0)	(40.0, 13390645.0)										
79M_2	(4.0, 7.0)	(5.0, 24.0)	(6.0, 35.0)	(7.0, 50.0)	(8.0, 97.0)	(9.0, 112.0)	(10.0, 125.0)	(11.0, 188.0)	(12.0, 238.0)	(13.0, 313.0)	(14.0, 350.0)	(15.0, 501.0)	(16.0, 1345.0)	(17.0, 5380.0)	(18.0, 23074.0)	(19.0, 73879.0)	(20.0, 117887.0)	(21.0, 105297.0)	(22.0, 93622.0)	(23.0, 95304.0)	(24.0, 111417.0)	(25.0, 127010.0)	(26.0, 146523.0)	(27.0, 165826.0)	(28.0, 205852.0)	(29.0, 257408.0)	(30.0, 326745.0)	(31.0, 388740.0)	(32.0, 486835.0)	(33.0, 632249.0)	(34.0, 889922.0)	(35.0, 1336992.0)	(36.0, 2407786.0)	(37.0, 5064656.0)	(38.0, 13672898.0)	(39.0, 52620280.0)	(40.0, 9728374.0)	
80M_1	(13.0, 3.0)	(14.0, 2.0)	(15.0, 2.0)	(16.0, 8.0)	(17.0, 113.0)	(18.0, 2172.0)	(19.0, 14988.0)	(20.0, 50263.0)	(21.0, 89418.0)	(22.0, 105831.0)	(23.0, 116183.0)	(24.0, 140175.0)	(25.0, 163988.0)	(26.0, 190903.0)	(27.0, 214434.0)	(28.0, 256773.0)	(29.0, 301244.0)	(30.0, 361788.0)	(31.0, 442113.0)	(32.0, 612431.0)	(33.0, 766045.0)	(34.0, 978786.0)	(35.0, 1411292.0)	(36.0, 2433178.0)	(37.0, 4613231.0)	(38.0, 11433531.0)	(39.0, 52678466.0)	(40.0, 15416067.0)										
80M_2	(3.0, 2.0)	(4.0, 5.0)	(5.0, 20.0)	(6.0, 27.0)	(7.0, 65.0)	(8.0, 92.0)	(9.0, 108.0)	(10.0, 153.0)	(11.0, 204.0)	(12.0, 284.0)	(13.0, 309.0)	(14.0, 361.0)	(15.0, 527.0)	(16.0, 1305.0)	(17.0, 5263.0)	(18.0, 23605.0)	(19.0, 79045.0)	(20.0, 126448.0)	(21.0, 107386.0)	(22.0, 92694.0)	(23.0, 94493.0)	(24.0, 110226.0)	(25.0, 127306.0)	(26.0, 147499.0)	(27.0, 167037.0)	(28.0, 205105.0)	(29.0, 255375.0)	(30.0, 322782.0)	(31.0, 380504.0)	(32.0, 469416.0)	(33.0, 604712.0)	(34.0, 847092.0)	(35.0, 1262047.0)	(36.0, 2257085.0)	(37.0, 4761863.0)	(38.0, 13127475.0)	(39.0, 55670625.0)	(40.0, 11544883.0)
81M_1	(14.0, 2.0)	(15.0, 2.0)	(16.0, 7.0)	(17.0, 109.0)	(18.0, 1871.0)	(19.0, 12024.0)	(20.0, 40548.0)	(21.0, 74116.0)	(22.0, 96406.0)	(23.0, 112261.0)	(24.0, 138400.0)	(25.0, 160780.0)	(26.0, 188598.0)	(27.0, 212598.0)	(28.0, 253591.0)	(29.0, 295847.0)	(30.0, 356453.0)	(31.0, 426986.0)	(32.0, 574561.0)	(33.0, 777331.0)	(34.0, 991561.0)	(35.0, 1416075.0)	(36.0, 2453276.0)	(37.0, 4674960.0)	(38.0, 11599075.0)	(39.0, 52034520.0)	(40.0, 14508379.0)											
81M_2	(4.0, 12.0)	(5.0, 22.0)	(6.0, 29.0)	(7.0, 32.0)	(8.0, 89.0)	(9.0, 124.0)	(10.0, 155.0)	(11.0, 205.0)	(12.0, 299.0)	(13.0, 366.0)	(14.0, 370.0)	(15.0, 524.0)	(16.0, 1316.0)	(17.0, 5068.0)	(18.0, 20711.0)	(19.0, 65773.0)	(20.0, 109466.0)	(21.0, 99835.0)	(22.0, 90448.0)	(23.0, 93675.0)	(24.0, 110755.0)	(25.0, 127703.0)	(26.0, 148508.0)	(27.0, 171802.0)	(28.0, 214621.0)	(29.0, 276322.0)	(30.0, 336654.0)	(31.0, 379501.0)	(32.0, 476019.0)	(33.0, 621034.0)	(34.0, 881390.0)	(35.0, 1317116.0)	(36.0, 2369679.0)	(37.0, 4967119.0)	(38.0, 13695118.0)	(39.0, 55081991.0)	(40.0, 9736486.0)	
92M_1	(14.0, 4.0)	(15.0, 5.0)	(16.0, 8.0)	(17.0, 91.0)	(18.0, 1626.0)	(19.0, 11110.0)	(20.0, 39052.0)	(21.0, 72664.0)	(22.0, 94240.0)	(23.0, 108497.0)	(24.0, 133116.0)	(25.0, 156042.0)	(26.0, 180828.0)	(27.0, 204288.0)	(28.0, 243794.0)	(29.0, 285553.0)	(30.0, 343686.0)	(31.0, 416300.0)	(32.0, 561524.0)	(33.0, 733597.0)	(34.0, 961606.0)	(35.0, 1380835.0)	(36.0, 2392886.0)	(37.0, 4557249.0)	(38.0, 11415726.0)	(39.0, 53552196.0)	(40.0, 15335678.0)											
92M_2	(4.0, 6.0)	(5.0, 16.0)	(6.0, 35.0)	(7.0, 50.0)	(8.0, 101.0)	(9.0, 117.0)	(10.0, 162.0)	(11.0, 216.0)	(12.0, 306.0)	(13.0, 309.0)	(14.0, 383.0)	(15.0, 543.0)	(16.0, 1202.0)	(17.0, 4600.0)	(18.0, 19114.0)	(19.0, 63666.0)	(20.0, 108683.0)	(21.0, 98079.0)	(22.0, 87216.0)	(23.0, 90012.0)	(24.0, 104906.0)	(25.0, 120483.0)	(26.0, 138170.0)	(27.0, 157758.0)	(28.0, 193960.0)	(29.0, 240113.0)	(30.0, 304221.0)	(31.0, 361509.0)	(32.0, 452403.0)	(33.0, 587615.0)	(34.0, 831835.0)	(35.0, 1253260.0)	(36.0, 2271019.0)	(37.0, 4844250.0)	(38.0, 13613929.0)	(39.0, 57297006.0)	(40.0, 9934948.0)	
93M_1	(14.0, 1.0)	(15.0, 1.0)	(16.0, 4.0)	(17.0, 78.0)	(18.0, 1470.0)	(19.0, 9426.0)	(20.0, 33181.0)	(21.0, 66647.0)	(22.0, 92997.0)	(23.0, 112006.0)	(24.0, 138292.0)	(25.0, 161868.0)	(26.0, 187839.0)	(27.0, 212010.0)	(28.0, 252340.0)	(29.0, 294617.0)	(30.0, 351608.0)	(31.0, 422220.0)	(32.0, 571110.0)	(33.0, 750876.0)	(34.0, 960603.0)	(35.0, 1357678.0)	(36.0, 2317197.0)	(37.0, 4372531.0)	(38.0, 10852095.0)	(39.0, 51647818.0)	(40.0, 16965602.0)											
93M_2	(3.0, 3.0)	(4.0, 13.0)	(5.0, 25.0)	(6.0, 38.0)	(7.0, 62.0)	(8.0, 89.0)	(9.0, 125.0)	(10.0, 168.0)	(11.0, 214.0)	(12.0, 317.0)	(13.0, 363.0)	(14.0, 412.0)	(15.0, 538.0)	(16.0, 1195.0)	(17.0, 4160.0)	(18.0, 17741.0)	(19.0, 60478.0)	(20.0, 104787.0)	(21.0, 98334.0)	(22.0, 90491.0)	(23.0, 94675.0)	(24.0, 110787.0)	(25.0, 127483.0)	(26.0, 147097.0)	(27.0, 168326.0)	(28.0, 207150.0)	(29.0, 260440.0)	(30.0, 327397.0)	(31.0, 378722.0)	(32.0, 467273.0)	(33.0, 597502.0)	(34.0, 836875.0)	(35.0, 1240183.0)	(36.0, 2206509.0)	(37.0, 4586086.0)	(38.0, 12494777.0)	(39.0, 55467206.0)	(40.0, 12034074.0)
94M_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 3.0)	(17.0, 84.0)	(18.0, 1570.0)	(19.0, 10716.0)	(20.0, 38810.0)	(21.0, 75244.0)	(22.0, 100688.0)	(23.0, 119989.0)	(24.0, 147079.0)	(25.0, 172886.0)	(26.0, 200414.0)	(27.0, 224321.0)	(28.0, 265649.0)	(29.0, 311567.0)	(30.0, 371423.0)	(31.0, 451738.0)	(32.0, 625033.0)	(33.0, 816611.0)	(34.0, 1006608.0)	(35.0, 1414812.0)	(36.0, 2402919.0)	(37.0, 4505557.0)	(38.0, 11130666.0)	(39.0, 53583742.0)	(40.0, 17570613.0)									
94M_2	(3.0, 1.0)	(4.0, 5.0)	(5.0, 10.0)	(6.0, 31.0)	(7.0, 44.0)	(8.0, 80.0)	(9.0, 113.0)	(10.0, 175.0)	(11.0, 217.0)	(12.0, 320.0)	(13.0, 321.0)	(14.0, 389.0)	(15.0, 504.0)	(16.0, 1214.0)	(17.0, 4875.0)	(18.0, 20261.0)	(19.0, 68144.0)	(20.0, 115055.0)	(21.0, 104927.0)	(22.0, 93641.0)	(23.0, 96844.0)	(24.0, 114550.0)	(25.0, 133612.0)	(26.0, 156259.0)	(27.0, 178150.0)	(28.0, 217854.0)	(29.0, 270952.0)	(30.0, 342161.0)	(31.0, 402026.0)	(32.0, 494203.0)	(33.0, 627876.0)	(34.0, 870882.0)	(35.0, 1279455.0)	(36.0, 2261962.0)	(37.0, 4694561.0)	(38.0, 12838484.0)	(39.0, 57138047.0)	(40.0, 13020540.0)
95M_1	(17.0, 60.0)	(18.0, 1144.0)	(19.0, 8965.0)	(20.0, 33594.0)	(21.0, 65552.0)	(22.0, 86654.0)	(23.0, 101946.0)	(24.0, 125637.0)	(25.0, 147491.0)	(26.0, 173016.0)	(27.0, 195760.0)	(28.0, 233589.0)	(29.0, 274789.0)	(30.0, 329341.0)	(31.0, 392211.0)	(32.0, 516991.0)	(33.0, 702642.0)	(34.0, 957637.0)	(35.0, 1359563.0)	(36.0, 2348052.0)	(37.0, 4508860.0)	(38.0, 11332990.0)	(39.0, 49436641.0)	(40.0, 12819833.0)														
95M_2	(4.0, 5.0)	(5.0, 20.0)	(6.0, 28.0)	(7.0, 49.0)	(8.0, 74.0)	(9.0, 114.0)	(10.0, 136.0)	(11.0, 214.0)	(12.0, 259.0)	(13.0, 337.0)	(14.0, 382.0)	(15.0, 541.0)	(16.0, 1308.0)	(17.0, 4957.0)	(18.0, 19806.0)	(19.0, 64968.0)	(20.0, 106848.0)	(21.0, 97497.0)	(22.0, 89522.0)	(23.0, 94247.0)	(24.0, 110244.0)	(25.0, 127444.0)	(26.0, 149559.0)	(27.0, 171575.0)	(28.0, 213984.0)	(29.0, 273094.0)	(30.0, 345745.0)	(31.0, 398160.0)	(32.0, 491672.0)	(33.0, 637726.0)	(34.0, 900850.0)	(35.0, 1351219.0)	(36.0, 2411314.0)	(37.0, 4993840.0)	(38.0, 13294353.0)	(39.0, 51160802.0)	(40.0, 8640065.0)	
