Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
107M_R1 - polya	(1, 0.009448468402524446)	(2, 0.011676034529068974)	(3, 0.013888650547381661)	(4, 0.016132234647031736)	(5, 0.018207096096636732)	(6, 0.02033641865480058)	(7, 0.02254583107849216)	(8, 0.02473602193445708)	(9, 0.02684825865464168)	(10, 0.03020082042563236)	(12, 0.034667699192332146)	(14, 0.039079048985599385)	(16, 0.043566751117336384)	(18, 0.04802508696504655)	(20, 0.052352609365728095)	(22, 0.0568050719566329)	(24, 0.061282629372069714)	(26, 0.06584614990983964)	(28, 0.07057839309765462)	(30, 0.07528073606900594)	(32, 0.07989337839096619)	(34, 0.08438802164438226)	(36, 0.08907648237237543)	(38, 0.0938653223984967)	(40, 0.09846728607171992)	(42, 0.10316749331332382)	(44, 0.10788371852803327)	(46, 0.11265066732424361)	(48, 0.11751158822933983)	(50, 0.12251079763558058)	(52, 0.12724464262070612)	(54, 0.1318353937127555)	(56, 0.13638182841254615)	(58, 0.1409362720988896)	(60, 0.14543411894692676)	(62, 0.14993623725445876)	(64, 0.15445811106215426)	(66, 0.15895595791019143)	(68, 0.16332672883825794)	(70, 0.16758964541408045)	(72, 0.17215903920865575)	(74, 0.17646680610917378)	(76, 0.18076549615826537)	(78, 0.18512665630246855)	(80, 0.1894563144328975)	(82, 0.19369039865713003)	(84, 0.19822829043793105)	(86, 0.202762978624111)	(88, 0.20721917874207374)	(90, 0.21159795865669306)	(92, 0.21600183339584436)	(94, 0.22041211532423788)	(96, 0.22469638919753446)	(98, 0.22886693546178166)	(100, 0.23304121925308682)	(102, 0.23730466976134618)	(104, 0.24153608432339446)	(106, 0.24571036811469962)	(108, 0.2499230950414581)	(110, 0.25407548760285237)	(112, 0.2581563332177085)	(114, 0.26211437437208873)	(116, 0.26609377282394314)	(118, 0.2700988000327663)	(120, 0.2730359623678866)
107M_R1 - polyg	(1, 0.0012739627943277197)	(2, 0.0015131645260371993)	(3, 0.0018046916365581276)	(4, 0.002066318530615371)	(5, 0.002347166992399269)	(6, 0.0026483048867835244)	(7, 0.002946239186546671)	(8, 0.003264462918910175)	(9, 0.003574143732284055)	(10, 0.0040658955066243015)	(12, 0.00470928409303038)	(14, 0.005372428179599964)	(16, 0.005981645090047545)	(18, 0.006625033676453623)	(20, 0.007353317520319093)	(22, 0.00813018921593805)	(24, 0.008940698655078651)	(26, 0.010120689340520506)	(28, 0.011452316838028189)	(30, 0.012411793427050365)	(32, 0.013287442623486852)	(34, 0.01404295702163175)	(36, 0.014797937487339794)	(38, 0.01557000379102709)	(40, 0.01637036851386751)	(42, 0.017276985791641386)	(44, 0.018303203935270004)	(46, 0.02256398478134511)	(48, 0.028576597952730043)	(50, 0.05005723381970342)	(52, 0.10442276847236173)	(54, 0.1400990660379064)	(56, 0.15706476921886336)	(58, 0.16744121219663574)	(60, 0.17248206833295093)	(62, 0.17610373205211477)	(64, 0.17940076484967288)	(66, 0.18221405485944353)	(68, 0.1838617703595673)	(70, 0.1847053836097927)	(72, 0.18550307867044885)	(74, 0.18624684655498303)	(76, 0.18696979107447997)	(78, 0.18771355895901415)	(80, 0.18844024100556905)	(82, 0.18908576532172255)	(84, 0.18976866490845562)	(86, 0.19038215327839803)	(88, 0.191007922094388)	(90, 0.1916059264236617)	(92, 0.19212971414421304)	(94, 0.19264495894577474)	(96, 0.19318423070699478)	(98, 0.19373845257644667)	(100, 0.19428573332421945)	(102, 0.19479563880141265)	(104, 0.19536214111691214)	(106, 0.1959088879322481)	(108, 0.19643427745010997)	(110, 0.19697248134645629)	(112, 0.19750214232381302)	(114, 0.1979613242195053)	(116, 0.1984140989259554)	(118, 0.19890691856516934)	(120, 0.19926144970323875)
107M_R2 - illumina_universal_adapter	(1, 0.0011949407936736951)	(2, 0.0025030752639599117)	(3, 0.00375888435543468)	(4, 0.005154583745364545)	(5, 0.006337778025427507)	(6, 0.0072753633845387715)	(7, 0.008055972607215689)	(8, 0.008684945017826776)	(9, 0.009148398373013893)	(10, 0.009609715998453602)	(12, 0.009993613420549843)	(14, 0.01019330415193231)	(16, 0.013421459665136585)	(18, 0.017856836418062134)	(20, 0.022399533590794843)	(22, 0.027229486414553666)	(24, 0.03244707418746669)	(26, 0.03798555535492748)	(28, 0.043882839119952485)	(30, 0.05012557717162042)	(32, 0.05668653895565186)	(34, 0.0637066826353756)	(36, 0.07120896730557627)	(38, 0.07934236011613544)	(40, 0.08787460045702267)	(42, 0.096927958856277)	(44, 0.10669571885603865)	(46, 0.11731349929526791)	(48, 0.12878930916051756)	(50, 0.1413634180483708)	(52, 0.14470423330575072)	(54, 0.1447618980089307)	(56, 0.14483718248252675)	(58, 0.1449434350374602)	(60, 0.14504595006533572)	(62, 0.14518050103942232)	(64, 0.1453267985271196)	(66, 0.1454720281499432)	(68, 0.14567225281376256)	(70, 0.14589917409942443)	(72, 0.14614424908793927)	(74, 0.14636155958973784)	(76, 0.1465975577268262)	(78, 0.14684797203970956)	(80, 0.14712935443393033)	(82, 0.147403795706472)	(84, 0.14771187472253533)	(86, 0.1480370395765779)	(88, 0.14840224936338436)	(90, 0.14878881644766484)	(92, 0.1492463965460466)	(94, 0.1497573698881135)	(96, 0.15034309377133961)	(98, 0.15095177674935034)	(100, 0.15167952666077897)	(102, 0.15248256104580366)	(104, 0.15336461743148233)	(106, 0.15432729761512562)	(108, 0.15534550677220146)	(110, 0.1565719495796494)	(112, 0.15792920583412595)	(114, 0.1593617465621986)	(116, 0.16092883826435778)	(118, 0.16272018158999463)	(120, 0.16414684906126187)
107M_R2 - polya	(1, 0.10471589738019323)	(2, 0.13924424020650714)	(3, 0.17377471876256845)	(4, 0.2087088502408895)	(5, 0.24287198328039697)	(6, 0.2768898866970808)	(7, 0.31137444706357287)	(8, 0.34589211124114977)	(9, 0.38021435614683896)	(10, 0.43233150130791553)	(12, 0.5021730676427151)	(14, 0.572221799763013)	(16, 0.6428471789151107)	(18, 0.7135360960271935)	(20, 0.7843472836673153)	(22, 0.8552764703759814)	(24, 0.9269280676717075)	(26, 0.9986613566302721)	(28, 1.0701885476682118)	(30, 1.1420574554657366)	(32, 1.2143898166184486)	(34, 1.2869763296111016)	(36, 1.359357812548004)	(38, 1.4321990113130352)	(40, 1.5050877300649463)	(42, 1.5776988039496946)	(44, 1.6502388648203419)	(46, 1.722778925690989)	(48, 1.7957482682408648)	(50, 1.868689846304024)	(52, 1.9413516437702734)	(54, 2.0141031418859137)	(56, 2.0870014714216882)	(58, 2.1593439772907)	(60, 2.2313068571971106)	(62, 2.3031741631973253)	(64, 2.3748690090204363)	(66, 2.446182627083635)	(68, 2.5178929569474153)	(70, 2.589573386594731)	(72, 2.6610247592266383)	(74, 2.7328947348890367)	(76, 2.8048891168092216)	(78, 2.8778899613728717)	(80, 2.950965556477681)	(82, 3.023890582635298)	(84, 3.0968497804688733)	(86, 3.1696231698144244)	(88, 3.2422518634695887)	(90, 3.3142766795386747)	(92, 3.3861648089039256)	(94, 3.457665303320023)	(96, 3.529123083141172)	(98, 3.600059210971517)	(100, 3.671964426174748)	(102, 3.743309546251721)	(104, 3.8142296561089606)	(106, 3.884534141866511)	(108, 3.9546811175551895)	(110, 4.025335862991313)	(112, 4.095523417545193)	(114, 4.165595642692712)	(116, 4.235296250864183)	(118, 4.305356729498092)	(120, 4.359624554514806)
107M_R2 - polyg	(1, 0.03252289259349961)	(2, 0.032565607188447726)	(3, 0.032600846729279924)	(4, 0.032665986486575815)	(5, 0.03271190467614504)	(6, 0.03275889073058798)	(7, 0.032796266001167584)	(8, 0.03284859137997903)	(9, 0.032899848893916776)	(10, 0.0330504178411089)	(12, 0.033222344085775096)	(14, 0.03332646091096114)	(16, 0.03343805279026311)	(18, 0.03353629635864379)	(20, 0.03367351699491462)	(22, 0.03382408594210676)	(24, 0.034000283646267754)	(26, 0.03417220989093394)	(28, 0.034370298825005856)	(30, 0.034582270002435904)	(32, 0.034858847004725)	(34, 0.03515357770986703)	(36, 0.0354435030230774)	(38, 0.035736097998472036)	(40, 0.03606767004175683)	(42, 0.036410988598652355)	(44, 0.03677192692596398)	(46, 0.037154756483186516)	(48, 0.037568554121746436)	(50, 0.03796152839526916)	(52, 0.03845808556154107)	(54, 0.03961725288194571)	(56, 0.08375157417965526)	(58, 0.14299938703488385)	(60, 0.16494881558141286)	(62, 0.18081728760463994)	(64, 0.1884055353971737)	(66, 0.193053951192403)	(68, 0.19675196725003663)	(70, 0.20024602111679296)	(72, 0.2028468060166967)	(74, 0.20404601826986518)	(76, 0.2049777303721711)	(78, 0.2058928905689346)	(80, 0.20676373437343942)	(82, 0.20767035165121328)	(84, 0.20861701386175102)	(86, 0.20951775788271954)	(88, 0.2104628182959467)	(90, 0.2117645455769907)	(92, 0.21574394402884509)	(94, 0.22125412677715273)	(96, 0.22682944928275628)	(98, 0.2326231501550321)	(100, 0.23885040416603132)	(102, 0.24544874122064236)	(104, 0.25233807145333753)	(106, 0.25961610450006056)	(108, 0.2672897814824905)	(110, 0.2752389676023359)	(112, 0.28392070902554156)	(114, 0.2930664377363712)	(116, 0.3025325259093118)	(118, 0.31261210245219473)	(120, 0.3205207097068394)
109M_R1 - polya	(1, 0.009473831459866734)	(2, 0.011888326123031945)	(3, 0.014097009217780204)	(4, 0.016278611842999915)	(5, 0.018348642933762017)	(6, 0.02043708874380353)	(7, 0.02259377733705698)	(8, 0.024818708713522365)	(9, 0.026929902117967856)	(10, 0.03021259663421827)	(12, 0.03471066262290986)	(14, 0.03913615295326494)	(16, 0.04348148509381552)	(18, 0.04787989495464205)	(20, 0.05237092002125622)	(22, 0.05682565725870213)	(24, 0.06125385563601006)	(26, 0.06578225175057362)	(28, 0.07033718672527517)	(30, 0.07505514612653855)	(32, 0.07965665950882918)	(34, 0.0842321756403724)	(36, 0.08881202464704019)	(38, 0.09346499092143506)	(40, 0.0980702955694597)	(42, 0.10277579795473996)	(44, 0.1074423044638991)	(46, 0.11202973600203489)	(48, 0.11683056164005562)	(50, 0.12186211287845958)	(52, 0.1263482634605586)	(54, 0.13069034594476575)	(56, 0.13503242842897292)	(58, 0.13939346724185006)	(60, 0.14368030556821898)	(62, 0.14807979864782667)	(64, 0.1523790939901787)	(66, 0.15676071395989755)	(68, 0.16099176651903768)	(70, 0.16536742878546024)	(72, 0.16977504600592647)	(74, 0.1740932976769485)	(76, 0.17837742795636458)	(78, 0.18261877109392555)	(80, 0.18683140893378625)	(82, 0.19114316129212142)	(84, 0.19561847968640902)	(86, 0.20014362614462916)	(88, 0.20449274955091373)	(90, 0.20880341869046778)	(92, 0.2129954753734868)	(94, 0.2173386410764751)	(96, 0.2213687565517134)	(98, 0.2253468775254569)	(100, 0.2293694104692272)	(102, 0.23338706892848238)	(104, 0.23753850490720857)	(106, 0.24168506640141962)	(108, 0.24596107253997712)	(110, 0.2500420992979291)	(112, 0.25405867453840314)	(114, 0.2579490547908741)	(116, 0.2618692235598265)	(118, 0.26568432010700815)	(120, 0.268493106406509)
109M_R1 - polyg	(1, 0.0011915406592560493)	(2, 0.0015262552626288848)	(3, 0.0018349726152543158)	(4, 0.002175103312532861)	(5, 0.0025098179159056965)	(6, 0.0028185352685311275)	(7, 0.0031348351526245513)	(8, 0.003509628850899636)	(9, 0.003856258860865032)	(10, 0.004377287094594268)	(12, 0.005065672630009922)	(14, 0.005767598400189849)	(16, 0.006493354983554897)	(18, 0.007247275255229634)	(20, 0.008016360589840357)	(22, 0.008904058380986114)	(24, 0.010219627590682906)	(26, 0.020816756926593752)	(28, 0.034947887535979924)	(30, 0.04108107227480515)	(32, 0.04759500841520174)	(34, 0.050135698066369985)	(36, 0.0519370908994089)	(38, 0.053555961367825415)	(40, 0.055239824963110445)	(42, 0.05675687286609962)	(44, 0.05820676120465801)	(46, 0.06485068359879162)	(48, 0.07690257575777598)	(50, 0.08929568183282005)	(52, 0.11017309901115774)	(54, 0.12610020635967711)	(56, 0.1361638504458756)	(58, 0.14306232925357756)	(60, 0.14693916927128428)	(62, 0.14963421759876522)	(64, 0.15178278205116014)	(66, 0.1536275036354447)	(68, 0.1548011711848119)	(70, 0.15560871078615318)	(72, 0.15642383291896245)	(74, 0.1572535785053171)	(76, 0.15802753832444297)	(78, 0.15872675604767003)	(80, 0.15947526022543906)	(82, 0.16024272073187806)	(84, 0.16096793570585255)	(86, 0.16168123527323447)	(88, 0.16238424426219555)	(90, 0.16308725325115658)	(92, 0.1637149785348283)	(94, 0.16434432864667173)	(96, 0.1649357661011752)	(98, 0.1655369525247089)	(100, 0.16609481019699698)	(102, 0.16669653822992128)	(104, 0.16732101385724957)	(106, 0.16795740489117042)	(108, 0.1685428846423776)	(110, 0.16908286920477683)	(112, 0.16963585239254975)	(114, 0.17018666914276037)	(116, 0.17072232083003502)	(118, 0.17127692884597967)	(120, 0.17165009771608303)
109M_R2 - illumina_universal_adapter	(1, 0.001074553030892728)	(2, 0.0022390132206202306)	(3, 0.0034977134443070755)	(4, 0.004684921228438557)	(5, 0.005699897226368483)	(6, 0.006564305813719689)	(7, 0.007189323050438544)	(8, 0.007695186221231795)	(9, 0.008090561076348575)	(10, 0.008496768119276774)	(12, 0.00880277742494935)	(14, 0.008962552195167773)	(16, 0.012288033853273293)	(18, 0.01674114626254749)	(20, 0.02138436356791209)	(22, 0.026149442986155146)	(24, 0.031111668222566016)	(26, 0.036436230141268844)	(28, 0.04190973464237868)	(30, 0.047609090259356585)	(32, 0.053538629867327145)	(34, 0.059820215579168806)	(36, 0.06662012147778686)	(38, 0.07386577190484478)	(40, 0.08163299217502251)	(42, 0.08980208661300386)	(44, 0.09829831312289006)	(46, 0.1073177343040678)	(48, 0.11725193374591981)	(50, 0.12775265661030905)	(52, 0.13060043878593097)	(54, 0.13067734731939207)	(56, 0.1307710457439608)	(58, 0.13086257773096732)	(60, 0.1309692747809098)	(62, 0.1311035939097714)	(64, 0.13124224591375755)	(66, 0.13138739723043055)	(68, 0.13156666993870952)	(70, 0.13174323460003567)	(72, 0.1319772098567623)	(74, 0.1322117267228795)	(76, 0.13243649461996645)	(78, 0.1326666786109591)	(80, 0.1328936129456083)	(82, 0.13315087740612952)	(84, 0.13339026875676185)	(86, 0.13367136403046817)	(88, 0.13399199678968615)	(90, 0.13433321070574583)	(92, 0.1347253359045192)	(94, 0.13516620594844392)	(96, 0.13565094635300493)	(98, 0.13619201413418527)	(100, 0.13680944883943613)	(102, 0.13759369923698286)	(104, 0.13837794963452957)	(106, 0.13919740464246338)	(108, 0.14017988407695905)	(110, 0.1412468545763838)	(112, 0.1424503106422324)	(114, 0.14384928769807712)	(116, 0.14529863442724492)	(118, 0.14694729341214285)	(120, 0.1482688203251359)
109M_R2 - polya	(1, 0.10757012428007384)	(2, 0.14354165356423282)	(3, 0.17891416286242037)	(4, 0.21433866666210272)	(5, 0.24927897166661464)	(6, 0.28463198302674164)	(7, 0.32002723991933313)	(8, 0.3550921150836764)	(9, 0.39004650193234314)	(10, 0.4436230444570103)	(12, 0.5150672807766123)	(14, 0.586694039460837)	(16, 0.6589880609142449)	(18, 0.7314635215134941)	(20, 0.8042807376381935)	(22, 0.877154822748903)	(24, 0.950206014130329)	(26, 1.0236287495536869)	(28, 1.0969193322857453)	(30, 1.1702711168789381)	(32, 1.2438514606349522)	(34, 1.3176284085997434)	(36, 1.3916317492897932)	(38, 1.4656161336511728)	(40, 1.5397911645180336)	(42, 1.6137278872530432)	(44, 1.6876120738771674)	(46, 1.7617069465542237)	(48, 1.8362984750424336)	(50, 1.9101003370391907)	(52, 1.9839395700838978)	(54, 2.057910955819904)	(56, 2.1319386689325293)	(58, 2.2056977437874314)	(60, 2.279703792524434)	(62, 2.3530214557260214)	(64, 2.4257915518337407)	(66, 2.498695967070322)	(68, 2.571836524001193)	(70, 2.6448568436473563)	(72, 2.717731470367456)	(74, 2.791180744650952)	(76, 2.8648249983150533)	(78, 2.939041733104988)	(80, 3.012886923852991)	(82, 3.0867174911474486)	(84, 3.1608724824668584)	(86, 3.2346472639940873)	(88, 3.307857688536341)	(90, 3.3806548651135895)	(92, 3.4539308243921027)	(94, 3.52687910998932)	(96, 3.6006847632518113)	(98, 3.673760868665204)	(100, 3.746665825511176)	(102, 3.8195875722482553)	(104, 3.892873822105189)	(106, 3.964786008938245)	(108, 4.03715260604999)	(110, 4.109355637125781)	(112, 4.18136585525853)	(114, 4.253771989855785)	(116, 4.325887280210305)	(118, 4.397303352841599)	(120, 4.452905514487001)
109M_R2 - polyg	(1, 0.02930540090501196)	(2, 0.029354145750163343)	(3, 0.029405057032877012)	(4, 0.029460301190715247)	(5, 0.029501463504398636)	(6, 0.029546958693206594)	(7, 0.029583788131765418)	(8, 0.02962386722666767)	(9, 0.029681277822068187)	(10, 0.029826970748131766)	(12, 0.02996941401785192)	(14, 0.03006798692693583)	(16, 0.030175767195659446)	(18, 0.030267840792056504)	(20, 0.03037616267017069)	(22, 0.030528354908921123)	(24, 0.030692462554264117)	(26, 0.030902065388415067)	(28, 0.031109501785003733)	(30, 0.03134347704173038)	(32, 0.03158124356419101)	(34, 0.031859630790944476)	(36, 0.03214343411160364)	(38, 0.03246731652716506)	(40, 0.032820445849817304)	(42, 0.03317357517246955)	(44, 0.033544577605010645)	(46, 0.033948076600985984)	(48, 0.034390029863691864)	(50, 0.03482602542310147)	(52, 0.03532213962486444)	(54, 0.03609934910033372)	(56, 0.06515073520116792)	(58, 0.10698735257581951)	(60, 0.12687958227270868)	(62, 0.14478735516254598)	(64, 0.1531584699032103)	(66, 0.1577025726901004)	(68, 0.16129398455897626)	(70, 0.16463300645184603)	(72, 0.1670913714756475)	(74, 0.16822875119584646)	(76, 0.16919227430167216)	(78, 0.17014225717273357)	(80, 0.1710229140418019)	(82, 0.1719333594273516)	(84, 0.17288388390780363)	(86, 0.17379216285579108)	(88, 0.1747513530864922)	(90, 0.17600951170078846)	(92, 0.1800260869412625)	(94, 0.18548334316065518)	(96, 0.19101750791350897)	(98, 0.19672119640561145)	(100, 0.20279642893964558)	(102, 0.20917875399813346)	(104, 0.21562878023044268)	(106, 0.22242435325393614)	(108, 0.22954110064603817)	(110, 0.23691240445170855)	(112, 0.24488868594664664)	(114, 0.25333129312686636)	(116, 0.2620788263939775)	(118, 0.27134143019152157)	(120, 0.27849013253766725)
239M_R1 - polya	(1, 0.009701396454545066)	(2, 0.012213632111928703)	(3, 0.01470251117153079)	(4, 0.01697090394807503)	(5, 0.019283207128448592)	(6, 0.021510492292897303)	(7, 0.023748988624281164)	(8, 0.026000564650422688)	(9, 0.028229718342693926)	(10, 0.031699107377165525)	(12, 0.036371828329342645)	(14, 0.04116693785389508)	(16, 0.04595083621151238)	(18, 0.050541809071454065)	(20, 0.055297679511733505)	(22, 0.0599400368867946)	(24, 0.06466274095822423)	(26, 0.06951390631745238)	(28, 0.0744243974350457)	(30, 0.07937739756060141)	(32, 0.08424210974654289)	(34, 0.08910775619639562)	(36, 0.09402758995310154)	(38, 0.09877878907382467)	(40, 0.1035197112915239)	(42, 0.10853810989086798)	(44, 0.11339067664596303)	(46, 0.11811291358543705)	(48, 0.12333965303699254)	(50, 0.12865935174771861)	(52, 0.1334493228207591)	(54, 0.13805571103523662)	(56, 0.14280971294769354)	(58, 0.14735911106358407)	(60, 0.15191972034640971)	(62, 0.15648406668488046)	(64, 0.16105028155117368)	(66, 0.16571272560032693)	(68, 0.17017290151269193)	(70, 0.17467932348866438)	(72, 0.17916332313076658)	(74, 0.18363471021006672)	(76, 0.18800192686326114)	(78, 0.1924270678789538)	(80, 0.19699701980089213)	(82, 0.20152679837464613)	(84, 0.20621213188962528)	(86, 0.21098622047617432)	(88, 0.2157005161724026)	(90, 0.22012519005613962)	(92, 0.22455219959965483)	(94, 0.2286793104276549)	(96, 0.23279754574849798)	(98, 0.23689662865916022)	(100, 0.24088126424069284)	(102, 0.24496353040095234)	(104, 0.24906962029094903)	(106, 0.2531808486324576)	(108, 0.25736074537144404)	(110, 0.2615625973123451)	(112, 0.2655818006585944)	(114, 0.26942069106997013)	(116, 0.2732432318628988)	(118, 0.2770639041280049)	(120, 0.27994937821793775)
239M_R1 - polyg	(1, 0.001226688515487064)	(2, 0.001565826315275186)	(3, 0.0018647907668790402)	(4, 0.0021945859275545416)	(5, 0.002518775504762471)	(6, 0.0028065287894311806)	(7, 0.003136323950106682)	(8, 0.003467987638604708)	(9, 0.0038164680775054504)	(10, 0.004337787339989671)	(12, 0.005028208370412322)	(14, 0.005710688157589245)	(16, 0.006425400049704709)	(18, 0.0071382434139976485)	(20, 0.007912748196433884)	(22, 0.00878955487715331)	(24, 0.009979339968145526)	(26, 0.02090088509079882)	(28, 0.034327191759545655)	(30, 0.03908679925547014)	(32, 0.04355071222348019)	(34, 0.04552247620819873)	(36, 0.04694863006874024)	(38, 0.048337880504786906)	(40, 0.049696767363717545)	(42, 0.051041640263979254)	(44, 0.05234587268410107)	(46, 0.058686254717880935)	(48, 0.07373070648093363)	(50, 0.09177321113522624)	(52, 0.13185780424792423)	(54, 0.16347469640089868)	(56, 0.17885034472049377)	(58, 0.18876054915920593)	(60, 0.1940531542165054)	(62, 0.1975907445164991)	(64, 0.20045146061278352)	(66, 0.20297911162470297)	(68, 0.20463509440741495)	(70, 0.2055511401724074)	(72, 0.20635460713609274)	(74, 0.20709828120945734)	(76, 0.20783775109522123)	(78, 0.2085585357027599)	(80, 0.2092512923929607)	(82, 0.20994031202751645)	(84, 0.21059990234886747)	(86, 0.2112127794746554)	(88, 0.2118097741139518)	(90, 0.21238294502351107)	(92, 0.21293089080746624)	(94, 0.21350266032115864)	(96, 0.2140907794532981)	(98, 0.21469758386366278)	(100, 0.21524926670326303)	(102, 0.2157411566525425)	(104, 0.21628676677671954)	(106, 0.21682957410916276)	(108, 0.2173630388024934)	(110, 0.21788669372475578)	(112, 0.2183925976327042)	(114, 0.21890083720043074)	(116, 0.2193763775312631)	(118, 0.21985425352187365)	(120, 0.22017797596712593)
239M_R2 - illumina_universal_adapter	(1, 0.001119248165691929)	(2, 0.0025113013934723745)	(3, 0.0038940119821402)	(4, 0.005254300236937736)	(5, 0.006490331391537421)	(6, 0.007430200886267037)	(7, 0.008233667849952395)	(8, 0.008825056905781269)	(9, 0.009261358152340644)	(10, 0.009701396454545066)	(12, 0.010063890852114739)	(14, 0.010272231704326177)	(16, 0.014070948767517646)	(18, 0.019380837707175476)	(20, 0.02475378946084349)	(22, 0.03025987382186635)	(24, 0.03633165498115837)	(26, 0.0429411050213817)	(28, 0.04999713321118829)	(30, 0.057367541207134554)	(32, 0.06532887112695407)	(34, 0.07384094962246254)	(36, 0.08280614611493313)	(38, 0.0925393075424611)	(40, 0.1030166101753093)	(42, 0.11434876428696227)	(44, 0.1265675348504029)	(46, 0.13987519000241946)	(48, 0.15451276983211754)	(50, 0.1706498432393912)	(52, 0.1749297062168826)	(54, 0.17502219834409757)	(56, 0.17510441356828862)	(58, 0.1752123210500394)	(60, 0.17536647459539761)	(62, 0.17554258334267053)	(64, 0.17575092419488197)	(66, 0.1759742132696736)	(68, 0.176257295234786)	(70, 0.1765828862078608)	(72, 0.1769066086531131)	(74, 0.17723593668183296)	(76, 0.17759656255158013)	(78, 0.17800203308906787)	(80, 0.1783668631464157)	(82, 0.17876859662825834)	(84, 0.17920816779850715)	(86, 0.17965427881613477)	(88, 0.18015691280039375)	(90, 0.1807011215287039)	(92, 0.18132287416164877)	(94, 0.18202170356727282)	(96, 0.18281442649597865)	(98, 0.18369403596843187)	(100, 0.18467407881134573)	(102, 0.1857512851010309)	(104, 0.18694620864353503)	(106, 0.188318642329179)	(108, 0.1898022534202631)	(110, 0.19136340841598198)	(112, 0.19315626086169385)	(114, 0.19512288639490044)	(116, 0.1972590808280011)	(118, 0.1995900692865999)	(120, 0.20140487693422643)
239M_R2 - polya	(1, 0.10754685588101895)	(2, 0.14277701371079937)	(3, 0.17813142864077763)	(4, 0.21369138163123358)	(5, 0.24921302980132776)	(6, 0.28460948660731283)	(7, 0.3199807182876938)	(8, 0.35549208955476413)	(9, 0.39132017628775223)	(10, 0.4451393831599135)	(12, 0.5172972563462376)	(14, 0.5888562663654425)	(16, 0.6612000580701076)	(18, 0.7340198572375608)	(20, 0.8071862683160922)	(22, 0.8800952896870708)	(24, 0.953503675118619)	(26, 1.0265663829030003)	(28, 1.0998668608527977)	(30, 1.1729594650823394)	(32, 1.2466303786729522)	(34, 1.3206427657231314)	(36, 1.3938708382198062)	(38, 1.4670718170630541)	(40, 1.5408697905455986)	(42, 1.6144341980503276)	(44, 1.6874478569793676)	(46, 1.7611757606685674)	(48, 1.8351367632036273)	(50, 1.9087334028132947)	(52, 1.9823753542226585)	(54, 2.05580476059221)	(56, 2.129336001728089)	(58, 2.2029214301708215)	(60, 2.27598553935107)	(62, 2.3483003688744857)	(64, 2.419861714553469)	(66, 2.491589826340612)	(68, 2.563665951434701)	(70, 2.6355823173999635)	(72, 2.708245160230325)	(74, 2.781173334011484)	(76, 2.853749290298098)	(78, 2.927384701860083)	(80, 3.0013466386590544)	(82, 3.074779782084251)	(84, 3.1472286784789327)	(86, 3.2200335294238056)	(88, 3.2919503625210242)	(90, 3.3634654621364)	(92, 3.434905353506919)	(94, 3.506098599204865)	(96, 3.577138158489408)	(98, 3.648162769551371)	(100, 3.718987448136324)	(102, 3.7888512362885445)	(104, 3.8585949715281673)	(106, 3.928103739394108)	(108, 3.9968473451167243)	(110, 4.065521815309908)	(112, 4.133950574094429)	(114, 4.202661947712108)	(116, 4.2708473307477455)	(118, 4.3388668819391345)	(120, 4.391115124044508)
239M_R2 - polyg	(1, 0.032132138700035486)	(2, 0.03217418057604227)	(3, 0.03221809097987159)	(4, 0.03227227828672479)	(5, 0.032328334121400515)	(6, 0.03237691584478614)	(7, 0.0324320374155506)	(8, 0.03248248766675875)	(9, 0.03253106939014438)	(10, 0.0326880257272364)	(12, 0.03284638346019532)	(14, 0.03295429094194609)	(16, 0.033071541062809476)	(18, 0.03318832405171722)	(20, 0.033319588131249536)	(22, 0.033458326322071956)	(24, 0.033625092430232234)	(26, 0.03378391729514678)	(28, 0.033964230230020355)	(30, 0.03418284798525567)	(32, 0.034478075381214474)	(34, 0.03484197117465104)	(36, 0.035172233467282175)	(38, 0.03552118103813855)	(40, 0.03588554396353075)	(42, 0.0362400971178547)	(44, 0.03661473694627077)	(46, 0.037014134768335295)	(48, 0.0374644499735636)	(50, 0.03794793154764171)	(52, 0.038472520733815345)	(54, 0.039686596686500375)	(56, 0.08440513879905812)	(58, 0.15235789012079165)	(60, 0.17714531308244055)	(62, 0.19581844587683506)	(64, 0.20533439094499456)	(66, 0.21062466034251592)	(68, 0.21476625226114054)	(70, 0.2186383090413661)	(72, 0.22163823046042852)	(74, 0.22298216909677898)	(76, 0.22400004962809897)	(78, 0.2249553344773644)	(80, 0.22590501374316227)	(82, 0.2268883265097656)	(84, 0.22794591325731423)	(86, 0.22893436447542947)	(88, 0.22993729678416924)	(90, 0.23128824239985418)	(92, 0.23578018328520206)	(94, 0.24213317788178398)	(96, 0.24852821435437267)	(98, 0.25505264637867114)	(100, 0.2621240899230136)	(102, 0.26983083292701415)	(104, 0.27772256018544467)	(106, 0.2861860569575675)	(108, 0.2952208561114271)	(110, 0.30465458595539563)	(112, 0.3147768683019642)	(114, 0.3255073564547645)	(116, 0.33696610332639343)	(118, 0.349434322354141)	(120, 0.35920859139376454)
